Index,demand
0,0.040505886
1,0.040403366
2,0.05095559
3,0.055107057
4,0.044126425
5,0.03808704
6,0.04301728
7,0.045893826
8,0.044474848
9,0.04393758
10,0.0446813
11,0.13436194
12,0.16785283
13,0.041471433
14,0.19226137
15,0.03930484
16,0.2039649
17,0.04735633
18,0.0846776
19,0.040672604
20,0.041925814
21,0.04180108
22,0.10350548
23,0.045632146
24,0.75722706
25,0.09629963
26,0.03827876
27,0.116469085
28,0.04743277
29,0.043469712
30,0.041133583
31,0.042807903
32,0.045339618
33,0.0489185
34,0.5532705
35,0.63938314
36,0.04148281
37,0.044856466
38,0.060989216
39,0.106013715
40,0.050710663
41,0.04152244
42,0.040426165
43,0.04334771
44,0.042576775
45,0.045234285
46,0.04522707
47,0.41479987
48,0.054897275
49,0.13197063
50,0.52122086
51,0.056196228
52,0.040464193
53,0.5545747
54,0.039729524
55,0.042557932
56,0.2163313
57,0.04073692
58,0.040100038
59,0.04374217
60,0.040330414
61,0.053970687
62,0.045682486
63,0.04930948
64,0.04203737
65,0.25040844
66,0.04709122
67,0.041459687
68,0.040601626
69,0.04349227
70,0.04583071
71,0.04125633
72,0.04899864
73,0.039835315
74,0.042883698
75,0.04037
76,0.043159664
77,0.10187636
78,0.15301181
79,0.040269963
80,0.044653922
81,0.046964936
82,0.03810164
83,0.51704943
84,0.05298033
85,0.046924375
86,0.28906226
87,0.32719493
88,0.04374679
89,0.041677024
90,0.040928178
91,0.041548584
92,0.0416442
93,0.14747465
94,0.32395583
95,0.044395443
96,0.11799407
97,0.04238987
98,0.04119174
99,0.041693825
100,0.041277364
101,0.042885967
102,0.041129004
103,0.16172236
104,0.04457752
105,0.045178615
106,0.04456623
107,0.08441662
108,0.558989
109,0.048123576
110,0.039831653
111,0.04243462
112,0.04824932
113,0.046300627
114,0.044500224
115,0.042136677
116,0.05373969
117,0.04050763
118,0.042687606
119,0.041649427
120,0.042308904
121,0.043288335
122,0.04176006
123,0.040388383
124,0.045915138
125,0.046972252
126,0.04410884
127,0.09467229
128,0.03877117
129,0.042591505
130,0.043244302
131,0.040351648
132,0.045078576
133,0.043632604
134,0.04529469
135,0.04151085
136,0.0433842
137,0.1611031
138,0.17545266
