Index,demand
0,0.03901190419126287
1,0.02612774134802136
2,0.032308990755863964
3,0.03916262960108754
4,0.06863602121941323
5,0.018794956363894257
6,0.046757993671615664
7,0.10285506777475786
8,0.053417291048987216
9,0.08516192053007164
10,0.04679630178533105
11,0.23057094388370758
12,0.23093295413579032
13,0.049181842068509264
14,0.13708728589039942
15,0.04240700548421737
16,0.14764685278992684
17,0.0453807293930121
18,0.08730507494271958
19,0.05392126023401933
20,0.016819572881022073
21,0.02208965588264505
22,0.10443908659289576
23,0.05078678825397476
24,0.49887467929454465
25,0.09864689319165104
26,0.032637512551389664
27,0.11673910450323723
28,0.0359983043818079
29,0.016679945078193148
30,0.02155325571606638
31,0.0339117981274972
32,0.026865489473801255
33,0.08075289844535137
34,0.29783349525224295
35,0.4581447162049524
36,0.040394569696156596
37,0.036231742734418274
38,0.07809271570000616
39,0.1158958202250159
40,0.017146574916594243
41,0.011446936987577542
42,0.022888101524505655
43,0.05036209683821802
44,0.02368677901496553
45,0.0380454769384345
46,0.05010655367890784
47,0.3993116563957508
48,0.0637209878728691
49,0.07345233058679736
50,0.3251784898946991
51,0.044376711926266015
52,0.020066423392916435
53,0.2465260630005036
54,0.024524455263437547
55,0.053177594628516865
56,0.11977992333097368
57,0.029178513823520498
58,0.03032372604587649
59,0.046327904878683164
60,0.015484549420580187
61,0.05846884995424268
62,0.1259628096362267
63,0.0491225358730839
64,0.023239867592455374
65,0.35095020962410184
66,0.02840480806752308
67,0.03676128462256669
68,0.03738268741807943
69,0.03974647273439125
70,0.031453767682666806
71,0.03352492954598562
72,0.013232313360999639
73,0.07164447730620775
74,0.03151931527326591
75,0.030685912805885313
76,0.042957255358157656
77,0.0975620719829573
78,0.12212163650247698
79,0.03223497291254036
80,0.028112294330796032
81,0.016177162013185434
82,0.018624315047658727
83,0.1530371290018747
84,0.056332593213730436
85,0.04469588267586897
86,0.15277087659387562
87,0.38804225328191605
88,0.06008587285624116
89,0.028686166071968774
90,0.018420301208379355
91,0.03767241253122013
92,0.08124308722160477
93,0.10715906016318556
94,0.18642017709524414
95,0.023192800147968515
96,0.045085275756807305
97,0.03491023886194183
98,0.015794657770565167
99,0.014248636605241845
100,0.02762049227605521
101,0.03757019491756352
102,0.028125922094069465
103,0.14706431448455717
104,0.045056366316624546
105,0.03290749324373875
106,0.029130968277395707
107,0.07307650940349486
108,0.4740155482324407
109,0.0283576898941727
110,0.023626020534729317
111,0.03229988515449764
112,0.05188741528083817
113,0.04475246528480496
114,0.026617662110914923
115,0.10085508516793859
116,0.1225666469301369
117,0.07911981338229923
118,0.07127548888638102
119,0.03916864269065924
120,0.02476662065950975
121,0.028971873638821272
122,0.028308178172543195
123,0.034695893428759825
124,0.011801889600201869
125,0.04052232037179151
126,0.068210802620541
127,0.2142590247745707
128,0.030581183641833425
129,0.06417595654075495
130,0.039234249676200365
131,0.024334203612278775
132,0.020646434978562167
133,0.029218947414566824
134,0.04596396380326861
135,0.028776245959603826
136,0.07248050709013415
137,0.1409182877757913
138,0.24119961601313478
139,0.050157812193299886
140,0.046550331085537466
141,0.07305995687403588
142,0.04662742617947954
143,0.019825459793346163
144,0.06758412778138138
145,0.02252689848158323
146,0.022695388256282305
147,0.02367994750609871
148,0.1042056860901247
149,0.03627219840754123
150,0.020615012130902822
151,0.02866378403351132
152,0.06252836244964756
153,0.06274233037006416
154,0.15152901199752894
155,0.15128136915458568
156,0.21676885894317977
157,0.05912741018719815
158,0.05283322755156604
159,0.023587251238928932
160,0.047778038635880635
161,0.042913497953721465
162,0.07203102760533334
163,0.041126494932204986
164,0.62623863905354
165,0.11840523567506296
166,0.024809993928457515
167,0.11142386914820049
168,0.04926900929375726
169,0.04901252354016001
170,0.024745740936815003
171,0.021162293065332342
172,0.016530028423232646
173,0.03674074655317336
174,0.022285534460640147
175,0.025244310752167775
176,0.05931043697980605
177,0.03830253008566508
178,0.090815164648291
179,0.05674800819715493
180,0.11325874575545083
181,0.21682091316974644
182,0.3453217071509779
183,0.08241358747678433
184,0.03417932145628348
185,0.06995622420531064
186,0.023172685582007045
187,0.03547647787005704
188,0.015236066452927173
189,0.04933050364689652
190,0.047053473707138
191,0.13013710221694913
192,0.06707363926619743
193,0.08293892772173608
194,0.04557250292668897
195,0.06748153460864306
196,0.028150315684204563
197,0.021400031596437455
198,0.09677097839258232
199,0.030956805063192965
200,0.04451964591841591
201,0.03067483888823987
202,0.015516268526818651
203,0.021591064015624148
204,0.04400161871987192
205,0.060483477988238256
206,0.07510452205853438
207,0.12093007672709821
208,0.10965118997558053
209,0.1743464282894814
210,0.11805856464932239
211,0.1086108615938214
212,0.020647626629459473
213,0.08779543461425919
214,0.04680047084319523
215,0.01613482122574514
216,0.053584317949174703
217,0.09179190125274618
218,0.02904433228281171
219,0.02942573120661619
220,0.05122437318774822
221,0.04198331066817848
222,0.020424969697214947
223,0.050353580521703856
224,0.07706621937599104
225,0.03734442338164754
226,0.06692126363303665
227,0.026060059986878405
228,0.02082870429999819
229,0.05674778998668698
230,0.03952581670228857
231,0.030195501196261812
232,0.061161159411686455
233,0.13250839298410708
234,0.3180683655771957
235,0.12703680191306593
236,0.12925202191771384
237,0.07522258733818561
238,0.08161836144260255
239,0.08900658751069253
240,0.08831991555873371
241,0.058701112438141745
242,0.02818817036974124
243,0.27296791217726
244,0.07312177698265322
245,0.07579943214336489
246,0.04113261408793815
247,0.06853999507046782
248,0.02368135318349127
249,0.026658773325647988
250,0.013699033111949702
251,0.02081972182837001
252,0.025410548911081365
253,0.05300301498360394
254,0.11614553457416647
255,0.06151430481745836
256,0.04738424736332957
257,0.12792317987004703
258,0.5689693296485177
259,0.10385391953777766
260,0.02301224843065157
261,0.2156010516798376
262,0.06168341923418034
263,0.3371716816258673
264,0.15999848483644374
265,0.07800162797553568
266,0.020485733937205708
267,0.05774717037772755
268,0.05071956046837975
269,0.08347295314705064
270,0.21836849286791807
271,0.060522669572951146
272,0.3166413712762268
273,0.08083339333941802
274,0.05685439037593105
275,0.018280171291179106
276,0.021358203668244355
277,0.048403699483688285
278,0.06170334298492169
279,0.029269079915442888
280,0.13965533379323652
281,0.2244312256257245
282,0.14405141737114063
283,0.08455660108333952
284,0.04014923683524024
285,0.10517816934331893
286,0.17753289204753728
287,0.24624967455552252
288,0.056896433596218925
289,0.06993017674236406
290,0.02288612263389134
291,0.0644551473412493
292,0.5086363018372186
293,0.025169248773204388
294,0.0640239574969186
295,0.30245335166552584
296,0.24411097044886002
297,0.012765314523245985
298,0.01769151330723705
299,0.0338559191682412
300,0.05867679522797455
301,0.1449346235828507
302,0.21438520122036572
303,0.11390330118500827
304,0.10835790261170562
305,0.24374369334965781
306,0.21110776204993434
307,0.12920427120403746
308,0.23468083305229642
309,0.35497341514784925
310,0.06542893291705468
311,0.024662655350834214
312,0.04402165920647227
313,0.08028658023037037
314,0.05903850761592594
315,0.2058340744898105
316,0.7395355323512017
317,0.0109949249217291
318,0.07434437859907965
319,0.36825530228767145
320,0.016954144918525885
321,0.04149120432752846
322,0.26413465421828936
323,0.013587930021875281
324,0.04601438841256617
325,0.08191702515713274
326,0.029990700087747537
327,0.035472035066205734
328,0.1957349579883584
329,0.07797342748156634
330,0.09491125033782064
331,0.18693868020261054
332,0.17357622231351022
333,0.2442829452717101
334,0.27243482993871315
335,0.13156845082231455
336,0.03423539108920837
337,0.2682915335201852
338,0.21827443395549304
